   1.3604201e+01  -2.6457627e+00
  -2.2761338e+01  -1.3679423e+01
   2.2859207e+01   1.6318378e+01
   5.5696341e-01  -7.6502641e+00
  -1.8387414e+01   9.8570916e-01
   1.1444934e+00  -3.4075580e+00
   6.0199731e+00  -2.0499735e+01
  -8.9967681e+00   1.6104212e+01
   1.3449187e+01   2.4489096e+01
   6.9491996e+00   2.5531938e+01
   9.6592171e+00   1.4197595e+01
  -9.7637561e+00   1.1271763e+01
  -3.5555564e-01   1.0798816e+00
   3.9656991e+00  -1.0478781e+00
   2.7558577e+01   3.0483500e+01
   2.2726286e+01   2.1899331e+01
  -3.2453051e+01  -1.4282068e+01
  -4.2415523e+00  -1.0557473e+01
  -4.8982582e+00  -1.2369421e+00
   2.4665000e+01   3.2085396e+00
   1.0389304e+01   4.5862114e+00
  -1.1328001e+01   1.7562613e+00
   1.6237235e+00  -1.3533518e+01
  -1.7801864e+00  -2.0451454e+01
   3.5546409e-01  -3.6388097e+00
   2.4323878e+01   2.2597869e+01
   2.0051321e+01   2.1638781e+01
  -1.2990705e+01   1.7590959e+01
   1.0867181e+01   1.3120253e+01
   1.6506480e+01   9.1023727e+00
  -1.5043950e+01  -8.7739405e+00
  -1.8013146e+01  -6.8692688e+00
  -2.5492617e+01  -6.3988659e+00
   1.2008961e+00   2.0773358e+01
  -1.3249345e+01   3.8213014e+00
   2.3617064e+00   1.4494907e+01
   2.7662494e+01   2.2634619e+01
   3.2819830e+01   4.0096602e-01
   4.2930396e+00  -1.6871776e+01
  -1.0595140e+01  -3.2870572e+01
   2.1791849e+01   3.0469821e+00
   1.2005564e+01  -4.2325626e-01
   1.1219791e+01  -7.5409958e+00
   1.1477737e+01   1.7928152e+01
   1.8609270e+00   5.6281708e+00
   2.2868501e+01   8.6806510e+00
   9.2603514e+00   1.5466990e+01
  -5.9463674e+00  -1.6812225e+01
  -1.1165387e+01  -2.3888890e+01
  -1.9033867e+01  -1.6938644e+01
   2.4333704e+01   1.2066880e+01
  -8.4504055e+00   6.7275370e+00
   3.3298716e-01   1.1115718e+01
  -2.1219369e+01   6.0427692e+00
   1.2838134e+01   9.2888153e+00
   3.2411510e+00   8.9935401e+00
   8.6137807e+00  -7.2653089e-01
   3.6595763e+00   9.3939692e+00
  -1.1200334e+01  -6.9441835e+00
   2.3957375e+01   1.2020207e+01
   6.9443523e+00  -1.3886208e+01
   3.0995797e+01   1.7669729e+01
   4.9016432e+00   1.4403797e+01
   2.1943912e+00  -4.8381147e+00
   7.9228838e+00   1.3727568e+01
  -7.4124468e+00  -3.1028998e-01
  -1.0236267e+01  -1.7726849e+00
   1.7172541e+01   2.1064682e+01
   3.9140069e+00  -1.6363510e+01
   7.0217967e+00   1.2754564e+01
   1.3956344e+01   1.9688414e+01
  -9.9868240e+00  -2.2454353e+01
  -1.9021332e-01  -1.4305158e+01
   2.1954136e+01   2.4974656e+01
  -8.8177432e-01   1.6019961e+00
   6.4190349e+00  -1.1372395e+01
  -7.6984615e-01  -9.0536593e+00
   5.9950389e+00   8.6104737e+00
  -1.9819691e+01  -1.4444915e+01
   2.3615671e-01  -2.0073210e+01
   3.6669603e+01   4.0547303e+01
  -1.2332840e+00   3.7803644e+01
   2.1848738e+00  -7.6691857e+00
  -1.4264424e+01  -2.7858638e+00
  -1.3393237e+01   5.4158346e+00
  -3.5795788e+00   1.0132988e+01
  -6.9635788e+00   1.2508346e+01
  -1.0932394e+00  -1.4092228e+01
  -8.4600832e+00  -3.7977100e+00
  -3.7052774e+01   2.3493487e+00
   1.3266313e+01  -1.6842142e+01
   1.5825286e+01   2.1156866e+01
  -1.3614177e+01  -6.4470102e+00
   6.8989147e-01  -7.4047689e+00
  -6.5271407e+00  -1.7035144e+01
   1.4265179e+01   5.8921458e+00
  -9.3980815e+00   1.3452606e+01
   2.1190111e+01   8.8599301e+00
  -2.5378516e+01  -1.2120038e+01
   1.8990667e+01   8.9593565e+00
   2.7835871e+00  -1.5384249e+01
   2.3812771e+01  -7.5678023e-01
   2.4414016e+00  -1.0612510e+01
   2.5375428e+01   6.1902537e+00
  -8.6113503e-01  -2.8064983e+00
   1.9805552e+01  -2.5968769e+00
  -1.7857767e+01  -1.3010941e-01
   7.2118969e+00   2.3477183e+01
   8.3885049e+00  -5.5482083e-01
  -5.4236050e+00   2.4209578e+01
  -1.3798194e+01  -2.0757648e+01
   8.0372254e+00  -1.5112166e+01
  -1.9086744e+00   5.8433083e+00
   2.9635196e+00  -3.6654383e-01
   2.8088589e+01   3.2444696e+01
  -8.4818172e-01   6.2716348e+00
   4.7812654e+00  -4.6745124e+00
  -9.4848460e+00  -1.8809992e+01
  -8.7648599e+00  -1.3287889e+00
   1.6156303e+01   1.9208342e+01
  -6.4578127e+00   8.0695839e+00
   7.7121018e-01   6.9380549e+00
   5.1538384e+00   5.2796906e+00
   1.1923021e+01   1.5781195e+00
   1.6196737e+01   4.5843070e+01
   2.9459327e+01  -1.4485225e+00
   1.7861390e+01  -7.8941105e+00
   1.2337501e+01  -1.7838579e+00
   1.4981706e+00   8.1231033e+00
   1.4513093e+01   3.2033773e+00
   1.9990302e+01   5.3508029e+00
   1.6298407e+01  -4.1251167e+00
  -1.3867654e+01  -8.4334604e+00
   2.4443157e+01   2.7081322e+01
   2.8216241e+01  -2.8901903e+00
   7.1945399e+00  -5.6190157e-01
  -3.7471684e+01  -1.1696759e+01
   1.2266575e+01   1.8157383e+00
   9.2496244e+00   3.9301073e-01
   1.3245761e+01   1.1744537e+00
  -2.3496615e+01  -2.3532618e+01
  -1.4430111e-01  -1.2242714e+01
   9.7004463e+00   8.0329850e+00
   1.8372529e+01   1.1792596e+00
   2.4945243e+01   2.0019066e+01
   3.6344148e-01  -3.4869656e+00
  -8.7905829e+00  -1.0399050e+01
  -6.2499489e+00   5.7862163e+00
  -1.6642934e+00  -3.7589599e+01
   1.0846766e+01   5.7458838e+00
  -7.8564835e+00  -1.2765519e+01
   5.2672197e+00   1.0467092e+01
  -1.0897035e+01  -1.0711386e+01
   5.9658787e-01  -8.7540222e+00
   1.3136070e+01   5.9369962e+00
  -1.5699178e+00   8.9065115e+00
